cluster,total length [bp],number of reads,Genome proportion[%],cumulative GP [%],Repeat Masker,Domain hits,Layout,All missing mates [%],Missing mates,Portion of similarity hits to other clusters[%],Outside reads with similarity [%],
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (2hits, 0.116%)",,,,,,
450,CL450,65838,880,0.014,59.4,"LTR.Copia (799hits, 85.3%)",Ty1-RH Ty1/copia AleII (313 hits 35.6%),,30.7,11.02,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,Ty1-RT Ty1/copia AleII (160 hits 18.2%),,,,,
,,,,,,,Ty1-RH Ty1/copia AleI/Retrofit (1 hits 0.114%),,,,,
451,CL451,65337,873,0.014,59.5,"Simple_repeat (121hits, 7.81%)",,,44.6,30.13,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (22hits, 1.44%)",,,,,,
452,CL452,64764,867,0.014,59.5,"DNA.MULE.MuDR (11hits, 1%)",DTM-CD1 NA NA (172 hits 19.8%),,9.8,1.61,7.50E-02,0.4614
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (4hits, 0.309%)",,,,,,
453,CL453,63690,851,0.014,59.5,"DNA.CMC.EnSpm (282hits, 29.8%)",DTC-CD1 NA NA (275 hits 32.3%),,13,3.29,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (10hits, 0.389%)",,,,,,
454,CL454,62535,836,0.013,59.5,"Simple_repeat (8hits, 0.443%)",,,43.3,11,5.60E-02,0.2392
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (3hits, 0.229%)",,,,,,
455,CL455,62389,835,0.013,59.5,,,,45.4,18.8,2.30E-02,0.1198
456,CL456,61417,821,0.013,59.5,"Simple_repeat (24hits, 1.89%)",,,66.9,29.6,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (6hits, 0.386%)",,,,,,
457,CL457,61355,819,0.013,59.5,"Simple_repeat (55hits, 3.66%)",,,49.5,32.72,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (26hits, 1.48%)",,,,,,
,,,,,,"DNA.MULE.MuDR (13hits, 1.08%)",,,,,,
458,CL458,61088,816,0.013,59.5,"Simple_repeat (15hits, 1.13%)",,,81.6,40.44,2.50E-02,0.2451
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (9hits, 0.634%)",,,,,,
459,CL459,60932,814,0.013,59.6,"Simple_repeat (22hits, 1.28%)",,,34.9,10.2,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (12hits, 0.714%)",,,,,,
460,CL460,60485,809,0.013,59.6,"Simple_repeat (9hits, 0.787%)",,,8.3,2.72,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (4hits, 0.321%)",,,,,,
461,CL461,60455,808,0.013,59.6,"Simple_repeat (51hits, 2.57%)",,,41.3,22.15,1.10E-01,0.6188
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"LTR.Copia (1hits, 0.0711%)",,,,,,
,,,,,,"Low_complexity (1hits, 0.048%)",,,,,,
462,CL462,59907,801,0.013,59.6,"Simple_repeat (1hits, 0.0517%)",,,11.4,2.62,0.00E+00,0
463,CL463,59661,799,0.013,59.6,"Simple_repeat (12hits, 0.583%)",,,90,4.38,1.40E+00,3.88
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (2hits, 0.136%)",,,,,,
464,CL464,59628,797,0.013,59.6,"Simple_repeat (38hits, 3.44%)",,,36.5,8.91,2.70E-02,0.2509
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (7hits, 0.713%)",,,,,,
465,CL465,58613,784,0.013,59.6,"LTR.Gypsy (185hits, 19.5%)",Ty3-RT Ty3/gypsy chromovirus (13 hits 1.66%),,22.7,6,2.80E-01,1.148
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,Ty3-PROT Ty3/gypsy chromovirus (3 hits 0.383%),,,,,
466,CL466,58278,779,0.013,59.6,"DNA.PIF.Harbinger (239hits, 26.9%)",DTH-CD1 NA NA (323 hits 41.5%),,22.2,10.53,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (17hits, 1.21%)",,,,,,
,,,,,,"Low_complexity (4hits, 0.376%)",,,,,,
467,CL467,58161,778,0.013,59.7,,,,12.1,1.41,0.00E+00,0
468,CL468,58206,777,0.013,59.7,"Simple_repeat (154hits, 10.7%)",,,78.1,45.3,2.80E-02,0.1287
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (18hits, 1.31%)",,,,,,
469,CL469,57819,772,0.013,59.7,"LTR.Gypsy (20hits, 1.95%)",,,25.9,9.46,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (17hits, 1.09%)",,,,,,
,,,,,,"Low_complexity (4hits, 0.223%)",,,,,,
,,,,,,"LTR.Copia (1hits, 0.123%)",,,,,,
470,CL470,57410,767,0.012,59.7,"LTR.Copia (248hits, 28.8%)",,,41.6,13.56,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (15hits, 1.15%)",,,,,,
471,CL471,57356,767,0.012,59.7,"Simple_repeat (26hits, 1.58%)",,,6.4,0.65,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (13hits, 0.818%)",,,,,,
472,CL472,57327,766,0.012,59.7,"Low_complexity (8hits, 0.64%)",,,82.2,16.06,6.60E-01,12.14
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (1hits, 0.0384%)",,,,,,
473,CL473,57304,765,0.012,59.7,"Simple_repeat (28hits, 1.86%)",,,41.2,23.01,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (7hits, 0.532%)",,,,,,
474,CL474,56557,756,0.012,59.7,"DNA.CMC.EnSpm (26hits, 3.18%)",,,9.5,1.85,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (5hits, 0.373%)",,,,,,
475,CL475,56063,749,0.012,59.8,"Simple_repeat (2hits, 0.128%)",,,66.1,40.99,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (1hits, 0.0678%)",,,,,,
476,CL476,55317,743,0.012,59.8,"rRNA (743hits, 98.4%)",,,13.1,1.75,2.90E-02,0.5384
477,CL477,55456,742,0.012,59.8,"Low_complexity (5hits, 0.415%)",,,10.2,1.35,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (2hits, 0.173%)",,,,,,
478,CL478,55566,742,0.012,59.8,"DNA.CMC.EnSpm (169hits, 18.9%)",,,16.7,2.16,0.00E+00,0
479,CL479,55138,738,0.012,59.8,"Simple_repeat (21hits, 1.83%)",,,45.5,17.07,4.60E-02,0.271
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (7hits, 0.613%)",,,,,,
480,CL480,54759,734,0.012,59.8,"Simple_repeat (3hits, 0.197%)",,,9,2.18,0.00E+00,0
481,CL481,54668,730,0.012,59.8,"DNA.MULE.MuDR (15hits, 1.18%)",DTM-CD1 NA NA (120 hits 16.4%),,21.9,7.95,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (5hits, 0.302%)",,,,,,
,,,,,,"LTR.Copia (1hits, 0.0969%)",,,,,,
,,,,,,"Low_complexity (1hits, 0.0841%)",,,,,,
482,CL482,54385,726,0.012,59.8,"Simple_repeat (77hits, 4.04%)",,,91.5,50.83,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (43hits, 2.48%)",,,,,,
483,CL483,54223,725,0.012,59.9,"Simple_repeat (101hits, 8.58%)",,,33.5,11.59,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (19hits, 1.67%)",,,,,,
484,CL484,54156,724,0.012,59.9,"Simple_repeat (3hits, 0.225%)",,,67.7,28.04,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"LTR.Copia (2hits, 0.185%)",,,,,,
485,CL485,54245,724,0.012,59.9,"Simple_repeat (42hits, 3.6%)",,,31.2,12.57,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (17hits, 1.45%)",,,,,,
486,CL486,53715,717,0.012,59.9,"Simple_repeat (26hits, 1.66%)",,,37,19.94,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (13hits, 1.02%)",,,,,,
487,CL487,53569,715,0.011,59.9,"Simple_repeat (7hits, 0.61%)",,,27,11.19,0.00E+00,0
488,CL488,53463,714,0.011,59.9,"Low_complexity (27hits, 2.35%)",,,90.2,66.81,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (17hits, 1.63%)",,,,,,
489,CL489,53235,711,0.011,59.9,"LTR.Gypsy (12hits, 0.973%)",,,19.3,7.74,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (8hits, 0.515%)",,,,,,
,,,,,,"Low_complexity (1hits, 0.0902%)",,,,,,
490,CL490,52731,704,0.011,59.9,"Simple_repeat (96hits, 7.44%)",,,45.5,19.32,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (30hits, 2.53%)",,,,,,
491,CL491,52335,700,0.011,59.9,,,,19.7,7,0.00E+00,0
492,CL492,52364,700,0.011,60,,,,8,2,0.00E+00,0
493,CL493,51775,693,0.011,60,,,,11.4,1.3,0.00E+00,0
494,CL494,51352,686,0.011,60,,,,8.5,1.75,0.00E+00,0
495,CL495,51291,685,0.011,60,"Simple_repeat (6hits, 0.558%)",,,98.8,2.77,6.60E+00,14.6
496,CL496,50857,680,0.011,60,,,,10.3,1.03,0.00E+00,0
497,CL497,49916,667,0.011,60,"LTR.Gypsy (70hits, 9.3%)",Ty3-CHDII Ty3/gypsy chromovirus (27 hits 4.05%),,37.9,11.39,0.00E+00,0
,,,,,,,Ty3-INT Ty3/gypsy chromovirus (1 hits 0.15%),,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (14hits, 1.01%)",,,,,,
,,,,,,"Low_complexity (3hits, 0.172%)",,,,,,
498,CL498,49234,659,0.011,60,"Simple_repeat (1hits, 0.0366%)",,,25.9,7.44,0.00E+00,0
499,CL499,48672,650,0.011,60,"LTR.Copia (40hits, 4.3%)",,,35.7,14.31,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (1hits, 0.0986%)",,,,,,
500,CL500,48418,647,0.01,60,"Simple_repeat (37hits, 3.89%)",,,28.6,9.89,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (1hits, 0.0537%)",,,,,,
501,CL501,48277,646,0.01,60.1,"LTR.Gypsy (173hits, 21.9%)",Ty3-RT Ty3/gypsy Ogre/Tat (189 hits 29.3%),,49.5,27.86,4.30E-01,1.238
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,Ty3-RH Ty3/gypsy chromovirus (5 hits 0.774%),,,,,
502,CL502,48174,645,0.01,60.1,"LTR.Gypsy (347hits, 50%)",Ty3-RH Ty3/gypsy chromovirus (214 hits 33.2%),,38.3,19.07,3.20E-01,1.085
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,Ty3-INT Ty3/gypsy chromovirus (103 hits 16%),,,,,
503,CL503,47960,642,0.01,60.1,"Simple_repeat (23hits, 2.03%)",,,31.1,13.24,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (5hits, 0.365%)",,,,,,
,,,,,,"LTR.Copia (1hits, 0.104%)",,,,,,
504,CL504,47784,638,0.01,60.1,"LTR.Copia (361hits, 50.6%)",Ty1-RH Ty1/copia Bianca (103 hits 16.1%),,34.5,12.7,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (23hits, 2.6%)",,,,,,
,,,,,,"LTR.Gypsy (2hits, 0.228%)",,,,,,
505,CL505,47650,637,0.01,60.1,"LTR.Gypsy (73hits, 9.65%)",,,47.6,14.44,0.00E+00,0
506,CL506,47455,634,0.01,60.1,,,,46.1,5.05,9.90E-02,0.3155
507,CL507,47247,633,0.01,60.1,"Simple_repeat (74hits, 7.71%)",,,60.8,36.18,0.00E+00,0
508,CL508,47374,632,0.01,60.1,"Simple_repeat (235hits, 21.9%)",,,51,9.65,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (7hits, 0.92%)",,,,,,
509,CL509,47184,631,0.01,60.1,"DNA.MULE.MuDR (58hits, 7.57%)",DTM-CD1 NA NA (342 hits 54.2%),,14.1,2.85,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Simple_repeat (6hits, 0.519%)",,,,,,
510,CL510,46327,619,0.01,60.1,"Simple_repeat (4hits, 0.373%)",,,26.7,11.63,0.00E+00,0
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,"Low_complexity (3hits, 0.289%)",,,,,,
